Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2020-002745,11/17/2020,1:34:00 PM,EXECUTIVE LEARNING CENTRE,Fire Alarm,Unintentional Activation,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the unintentional activation of a pull station."
2020-002748,11/17/2020,9:34:00 PM,KEELE CAMPUS RESIDENCE,Emergency Medical,Sudden Illness,"Security, Toronto Fire and EMS responded to a report of a community member experiencing symptoms of a cardiac event. EMS assessed the individual on scene and transported to hospital for further medical care."
2020-002749,11/18/2020,7:27:00 AM,CENTRAL SQUARE,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male acting in a concerning manner in the east bearpit. The individual was identified as a non-community member and directed to leave the building.
2020-002750,11/18/2020,10:56:00 AM,ROSS BUILDING - SOUTH TOWER,"Mischief, Under $5000",University Property,A Security patrol discovered deliberate damage to a first floor elevator call button. The Work Control Centre was notified.
2020-002751,11/18/2020,11:53:00 AM,YORK LANES RETAIL,Emergency Medical,Sudden Illness,Security and EMS responded to a report of a community member experiencing a sudden illness. EMS assessed the individual on scene. Further medical care was declined.
2020-002755,11/19/2020,9:47:00 AM,CALUMET COLLEGE,Fire Alarm,Contractor\Const.,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the unintentional activation by a contractor working in the building."
2020-002756,11/19/2020,1:00:00 PM,COLONNADE,"Mischief, Under $5000",University Property,A Security patrol discovered several unauthorized stickers posted in the Colonnade. The Work Control Centre was notified.
2020-002757,11/19/2020,3:47:00 PM,FOUNDERS COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002759,11/19/2020,6:02:00 PM,PASSY RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002760,11/19/2020,7:44:00 PM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door had been tampered with and was secured.
2020-002761,11/19/2020,8:29:00 PM,CAMPUS WALK,Motor Vehicle Incident,Fail to Obey Regulatory Signs,Security discovered a social media post that captured a vehicle being operated on a pedestrian walkway.
2020-002762,11/19/2020,11:56:00 PM,STONG RESIDENCE,Emergency Medical,Sudden Illness,Security and EMS responded to a report of a community member experiencing a persistent nose bleed. EMS assessed the individual on scene. Further medical care was declined.
2020-002763,11/20/2020,9:41:00 AM,VARI HALL,"Disturbance, Causing",Loitering,Security responded to a report of unknown persons asleep in the building. One individual was identified as a non- community member and directed to leave campus.
2020-002764,11/20/2020,9:42:00 AM,GLENDON COLLEGE - PARKING LOT A,Trespass to Property Act,Non-Community Member,A Security patrol encountered an unknown male causing damage to trees. The male advised he was homeless and the branches were needed to build a shelter. The individual declined medical care and assistance for locating housing. He was trespassed and directed to leave campus.
2020-002765,11/20/2020,10:21:00 AM,COMMON ROAD,"Mischief, Under $5000",University Property,A Security patrol observed an unknown male tampering with a parked Security vehicle. A description of the male was obtained.
2020-002769,11/20/2020,10:41:00 PM,COLONNADE,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male asleep on a bench located outside the Gateway Variety Store. The male was not identified and directed to leave campus.
2020-002770,11/20/2020,11:11:00 PM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002771,11/21/2020,12:03:00 AM,380 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002774,11/21/2020,9:54:00 AM,VARI HALL,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member asleep in a third floor hallway. The individual was identified and directed to leave campus.
2020-002773,11/21/2020,10:41:00 AM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered unauthorized posters on the first floor. The posters were removed.
2020-002772,11/21/2020,11:18:00 AM,GLENDON COLLEGE - WOOD RESIDENCE,Damage,University Property,A Security patrol discovered a damaged perimeter door. The cause of the damage was not determined. The Work Control Centre was notified.
2020-002775,11/21/2020,2:58:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002776,11/21/2020,7:18:00 PM,POND ROAD RESIDENCE,Disorderly Behaviour,Unauthorized Activities,A Security patrol observed a resident permit two unknown males to enter the residence through the west perimeter door. Residence Life staff was notified.
2020-002777,11/21/2020,9:24:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be a loud gathering inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002778,11/21/2020,10:14:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be a loud gathering inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002781,11/22/2020,5:17:00 AM,WINTERS RESIDENCE,Emergency Medical,Existing Medical Condition,"Security, Toronto Police and EMS responded to a report that an unknown female was loitering in the main entrance vestibule and appeared to be in distress. The individual was transported to hospital for further medical care."
2020-002782,11/22/2020,3:01:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002783,11/22/2020,8:00:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be a loud gathering inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002784,11/22/2020,10:03:00 PM,YORK LANES OFFICES,Hazardous Substance,Discarded Syringe,Security responded to a report of a discarded syringe inside a third floor washroom. The syringe was collected and disposed of. Custodial Services attended and sanitized the washroom.
2020-002785,11/23/2020,12:04:00 AM,KEELE CAMPUS RESIDENCE,Emergency Medical,Sudden Illness,Security and EMS responded to a report of a community member experiencing abdominal pain. EMS transported the individual to hospital for further medical care.
2020-002786,11/23/2020,2:06:00 AM,360 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002788,11/23/2020,2:33:00 AM,SOUTH COLONNADE,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member in the south Colonnade. The individual was attempting to gain entry to the Accolade West Building. He was identified, cautioned and directed to leave campus."
2020-002789,11/23/2020,2:40:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was requested to lower the noise level.
2020-002790,11/23/2020,10:01:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Harassment,General,Security responded to a report of a resident experiencing harassing behavior from another resident.
2020-002791,11/23/2020,11:05:00 AM,PARKING LOT - ATKINSON RESERVED,Hate Incident,Non-Threatening,A community member reported being approached in the parking lot by an unknown male who made hate based comments. A description of the suspect was obtained. A suspect was identified.
2020-002797,11/23/2020,1:18:00 PM,KEELE CAMPUS,Harassment,General,A community member reported ongoing harassment and abusive behaviour by persons known to them. The survivor is being provided with support from the Centre for Sexual Violence Response and Education and provided with information on other community resources and campus services.
2020-002792,11/23/2020,3:03:00 PM,NORTH COLONNADE,"Mischief, Under $5000",University Property,A Security patrol discovered several unauthorized posters on display in the Colonnade. The Work Control Centre was notified.
2020-002793,11/23/2020,3:27:00 PM,YORK LANES OFFICES,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a third floor washroom. The individual was identified and directed to leave campus.
2020-002794,11/23/2020,5:44:00 PM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002795,11/23/2020,7:24:00 PM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002796,11/23/2020,8:23:00 PM,PASSY RESIDENCE,"Theft, Under $5000",Private Property,A community member reported the theft of a package that was delivered and left unattended in the mail room. The tampered package was recovered several days later outside their apartment door.
2020-002798,11/23/2020,10:02:00 PM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002799,11/24/2020,12:40:00 AM,90 ATKINSON ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002800,11/24/2020,4:45:00 PM,340 ASSINIBOINE ROAD RESIDENCE,"Disturbance, Causing",Common Nuisance,"Security responded to a report that a male, believed to be a resident was causing a disturbance in the residence. The male was reported to be banging on an apartment door. A description of the male was obtained."
2020-002802,11/24/2020,7:27:00 PM,YORK LANES OFFICES,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male loitering and consuming alcohol in a third floor hallway. The male was directed to leave the building.
2020-002804,11/25/2020,2:24:00 AM,360 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Not Located,"Security responded to two noise complaints. Upon arrival, all was quiet and appeared to be in order."
2020-002805,11/25/2020,5:11:00 AM,NORTH COLONNADE,"Disturbance, Causing",Loitering,"Security responded to a report of an unknown male loitering in the north Colonnade. Upon arrival, the male exited the Colonnade and left campus."
2020-002807,11/25/2020,2:54:00 PM,SOUTH COLONNADE,"Mischief, Under $5000",University Property,A Security patrol discovered several unauthorized posters on display in the Colonnade. The Work Control Centre was notified.
2020-002809,11/25/2020,4:10:00 PM,PASSY RESIDENCE,"Theft, Under $5000",Private Property,A community member reported the theft of a package that was delivered and left unattended in the residence.
2020-002810,11/25/2020,7:33:00 PM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door was secured.
2020-002812,11/25/2020,8:54:00 PM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be a loud gathering of individuals inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002814,11/26/2020,12:45:00 AM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a second complaint of excessive noise emanating from inside an apartment. The source of the noise was determined to be a loud gathering of individuals inside an apartment. The leaseholder refused to answer the door and speak with Security. Housing Services was notified.
2020-002817,11/26/2020,7:20:00 AM,PARKING GARAGE - ARBORETUM LANE (PS2),Damage,University Property,A Security patrol discovered damage to the front bumper area of a university vehicle. The cause of the damage was not determined.
2020-002818,11/26/2020,8:36:00 AM,PARKING LOT 10 - RIDEAU ROAD,Information,Health & Safety Concern,Security responded to a report of an unknown female in distress. The individual declined medical care and was provided with information on community resources and campus services.
2020-002821,11/26/2020,10:39:00 AM,PASSY RESIDENCE,Fire Alarm,Malicious Activation,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the malicious activation of a pull station."
2020-002820,11/26/2020,10:59:00 AM,WILLIAM SMALL CENTRE,Fire Alarm,Malfunction,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction."
2020-002822,11/26/2020,5:14:00 PM,CURTIS LECTURE HALLS,"Disturbance, Causing",Loitering,A Security patrol encountered a community member loitering inside a secure lecture hall. The individual was directed to leave the building.
2020-002824,11/26/2020,8:22:00 PM,CENTRAL SQUARE,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in the building. The individual was identified and directed to leave campus.
2020-002825,11/26/2020,9:14:00 PM,ROSS BUILDING - SOUTH TOWER,"Disturbance, Causing",Loitering,A Security patrol encountered a non- community member loitering in a first floor hallway. The individual was identified and directed to leave the building.
2020-002826,11/26/2020,9:45:00 PM,KEELE CAMPUS RESIDENCE,Mental Health Act,Community Member,Security and Toronto Police responded to a report that a community member uttered death threats towards another community member. The individual was arrested by Police and transported to hospital for further medical care. The investigation is ongoing.
2020-002827,11/27/2020,1:56:00 PM,STONG COLLEGE,Emergency Medical,Existing Medical Condition,Security and EMS responded to a report of a community member experiencing difficulty breathing. EMS assessed the individual on scene. Further medical care was declined.
2020-002830,11/28/2020,9:40:00 PM,WINTERS RESIDENCE,"Mischief, Under $5000",University Property,Security responded to a report of deliberate damage to furnishings and ceiling tiles located inside the third floor common room. Housing Services and the Work Control Centre were notified.
2020-002832,11/28/2020,11:35:00 PM,PASSY RESIDENCE,Noise Complaint,Source Located,"Security responded to two noise complaints. The source of the noise was determined to be a large gathering of individuals inside an apartment. The leaseholder was identified, cautioned and requested to lower the noise level."
2020-002833,11/29/2020,2:46:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002834,11/30/2020,12:10:00 AM,FARQUHARSON BUILDING,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a third floor lounge. The male was identified as a previously trespassed non-community member and directed to leave campus.
2020-002835,11/30/2020,10:53:00 AM,CENTRAL SQUARE,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep on a bench located outside Scott Library. The male was directed to leave the building.
2020-002836,11/30/2020,11:05:00 AM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member loitering in the mall. The individual was identified, cautioned and directed to leave the building."
2020-002838,11/30/2020,4:04:00 PM,FOUNDERS COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002840,11/30/2020,5:48:00 PM,LUMBERS BUILDING,Hazardous Substance,Chemical Hazard,"Security, Toronto Fire and Toronto Police responded to a report of a minor chemical spill inside a second floor lab. The building was evacuated and the spill cleaned. Toronto Fire determined the building was safe and authorized it to return to normal operations."
2020-002844,11/30/2020,8:41:00 PM,STONG RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered damage to the door lock on the laundry room entry door. The damage appeared to be deliberate. The Work Control Centre was notified.
2020-002841,11/30/2020,11:01:00 PM,LIFE SCIENCES BUILDING,"Disturbance, Causing",Loitering,"Security responded to a report of an unknown male loitering and consuming alcohol inside a first floor lecture hall. The male was confrontational, refused to provide identification and was escorted off campus. A description of the male was obtained."
2020-002842,12/1/2020,1:22:00 AM,STEACIE SCIENCE AND ENGINEERING BLDG,Fire Alarm,Unknown Cause,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was not determined.
2020-002843,12/1/2020,1:51:00 AM,VARI HALL,"Disturbance, Causing",Loitering,A Security patrol encountered a known non-community member asleep in a second floor hallway. The individual was identified and directed to leave the building.
2020-002845,12/1/2020,10:42:00 AM,ROSS BUILDING - NORTH TOWER,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male loitering on the fifth floor. The male was identified as a previously trespassed non-community member and directed to leave campus.
2020-002847,12/1/2020,5:14:00 PM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered several insecure perimeter doors. The locks had been tampered with and were secured.
2020-002849,12/1/2020,9:27:00 PM,VARI HALL,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male loitering on the third floor. The male was directed to leave the building.
2020-002850,12/1/2020,10:06:00 PM,GLENDON COLLEGE - LOWER LOT HILL,Motor Vehicle Incident,Fail to Obey Regulatory Signs,A Security patrol observed a vehicle drive on the lower lot hill that was closed due to dangerous road conditions. A description of the vehicle was obtained.
2020-002852,12/1/2020,11:56:00 PM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,"Security responded to a report that two unknown males have been found asleep inside a first floor washroom. Upon arrival, an unknown male was observed exiting the washroom. He was cautioned and directed to leave campus."
2020-002851,12/1/2020,11:56:00 PM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male loitering inside a first floor washroom. The male was identified as a previously trespassed non-community member. The individual was cautioned and directed to leave campus.
2020-002853,12/2/2020,10:33:00 AM,SCOTT LIBRARY LOADING DOCK,Motor Vehicle Incident,Fail to Remain,Complainant reported their vehicle was struck and damaged while parked in the loading dock.
2020-002854,12/2/2020,11:24:00 AM,PASSY RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a package that had been delivered and left unattended. A description of a suspect was obtained.
2020-002856,12/2/2020,1:07:00 PM,KEELE CAMPUS,Information,Health & Safety Concern,Security and Toronto Police responded to check on the well-being of a community member who was reported to be in distress. Toronto Police contacted the individual and determined all was in order.
2020-002860,12/2/2020,11:48:00 PM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be a community member moving out of the building. The community member was requested to lower the noise level.
2020-002862,12/3/2020,3:49:00 PM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002863,12/3/2020,3:50:00 PM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002864,12/3/2020,8:41:00 PM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002867,12/3/2020,11:46:00 PM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint. Upon arrival, all was quiet and appeared to be in order."
2020-002866,12/4/2020,12:10:00 AM,YORK LANES OFFICES,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a third floor classroom. The individual was identified and directed to leave campus.
2020-002868,12/4/2020,2:56:00 AM,KEELE CAMPUS RESIDENCE,Emergency Medical,Existing Medical Condition,"Security, Residence Life staff, Toronto Police and EMS responded to a report of a community member in distress. EMS transported the individual to hospital for further medical care."
2020-002872,12/4/2020,7:56:00 PM,ROSS BUILDING - NORTH TOWER,"Disturbance, Causing",Loitering,"Security responded to a report of unknown individuals loitering in a stairwell. The area was vacant upon arrival however, garbage was strewn over two floors. The Work Control Centre was notified."
2020-002869,12/4/2020,8:26:00 PM,ROSS BUILDING - NORTH TOWER,Damage,University Property,A Security patrol discovered a fallen piece of the building exterior facade on the Podium level. The Work Control Centre was notified.
2020-002873,12/4/2020,11:08:00 PM,GLENDON COLLEGE - PROCTOR FIELD HOUSE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002874,12/5/2020,1:10:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be loud music emanating from inside an apartment. The leaseholder was requested to lower the noise level.
2020-002875,12/5/2020,5:33:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a second noise complaint from the same location. The leaseholder was cautioned and requested to lower the noise level.
2020-002876,12/5/2020,9:46:00 PM,GLENDON COLLEGE - PARKING LOT F,Suspicious Vehicle,Subject not Identified,Security responded to a report of a suspicious vehicle parked in the lot. Two occupants were observed in the rear of the vehicle. They were cautioned and directed to leave campus. A licence plate number was obtained.
2020-002877,12/5/2020,10:52:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),"Mischief, Under $5000",University Property,Security responded to a report of a large quantity of garbage strewn around several parked vehicles. The Work Control Centre was notified.
2020-002878,12/6/2020,1:45:00 AM,TATHAM HALL RESIDENCE,Noise Complaint,Source Located,Security and Residence Life staff responded to a noise complaint. A group of individuals were cautioned regarding excessive noise and Toronto social distancing by-laws.
2020-002879,12/6/2020,3:25:00 AM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002881,12/6/2020,2:58:00 PM,COMMON ROAD,Information,Health & Safety Concern,Toronto Police requested assistance in locating an unknown male who was reported to be in distress. A description of the male was obtained.
2020-002882,12/6/2020,5:14:00 PM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male loitering inside a first floor washroom. The male was identified as a non-community member and directed to leave campus.
2020-002883,12/7/2020,7:04:00 AM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,Security and Toronto Police responded to a report of an unknown male loitering and refusing to leave the building. The male was escorted off campus.
2020-002885,12/7/2020,11:56:00 AM,GLENDON COLLEGE - CENTRE OF EXCELLENCE,Information,Health & Safety Concern,Security responded to a report of individuals working the building without a face covering. A construction crew supervisor was cautioned and requested to ensure his staff abide by Toronto Public Health by-laws while on campus.
2020-002886,12/7/2020,4:26:00 PM,ROSS BUILDING - SOUTH TOWER,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering on the second floor. The individual was identified and directed to leave campus.
2020-002887,12/7/2020,9:16:00 PM,ROSS BUILDING - SOUTH TOWER,"Mischief, Under $5000",University Property,A Security patrol discovered and insecure perimeter door. The lock had been tampered with and was secured
2020-002891,12/8/2020,12:00:00 PM,SECOND STUDENT CENTRE,"Mischief, Over $5000",University Property,Security responded to a report of two smashed panes of glass at the east exterior side of the building. The Work Control Centre was notified.
2020-002890,12/8/2020,12:40:00 PM,KEELE CAMPUS RESIDENCE,Emergency Medical,Existing Medical Condition,Security responded to assist a community member experiencing symptoms of an ongoing medical condition. The individual declined medical care.
2020-002893,12/8/2020,3:43:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be ongoing disturbances inside an apartment. The complainant was advised to report the incidents to Housing Services.
2020-002894,12/8/2020,4:27:00 PM,VARI HALL,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering on the third floor. The individual was identified and directed to leave the building.
2020-002895,12/8/2020,5:18:00 PM,CALUMET COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door. The lock had been tampered with and was secured.
2020-002897,12/8/2020,5:30:00 PM,NORMAN BETHUNE COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door. The lock had been tampered with and was secured.
2020-002900,12/9/2020,12:01:00 PM,STONG COLLEGE,Emergency Medical,Existing Medical Condition,Security and EMS responded to a report of a community member in distress. EMS transported the individual to hospital for further medical care.
2020-002903,12/9/2020,4:06:00 PM,SCHULICH SCHOOL OF BUSINESS,Damage,University Property,Security and Custodial Staff responded to check the building following a water leak. Damaged ceiling tiles were discovered on the basement level. The Work Control Centre was notified.
2020-002902,12/9/2020,4:58:00 PM,YORK LANES OFFICES,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a third floor construction site. The male was cautioned and escorted out of the building.
2020-002904,12/9/2020,6:13:00 PM,CALUMET COLLEGE,Smoking Complaint,Subject Not Identified,"A Security patrol encountered a group of unknown males exiting a secure building. The males quickly fled and left campus in a vehicle. A licence plate number was obtained. Upon further investigation, a strong odour of cannabis smoke was evident inside the building."
2020-002905,12/9/2020,6:18:00 PM,CALUMET COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door. The lock had been tampered with and was secured.
2020-002906,12/9/2020,7:44:00 PM,BERGERON ENGINEERING BUILDING,Trespass to Property Act,Community Member,"Security responded to a report of two individuals loitering in the main lobby area. One individual was identified as a community member previously trespassed from the building. He was identified, cautioned and both individuals were escorted out of the building."
2020-002907,12/9/2020,9:19:00 PM,ROSS BUILDING - NORTH TOWER,"Disturbance, Causing",Loitering,A Security patrol discovered evidence of unknown persons loitering in a sixth floor hallway. Personal property and discarded food items were observed. The Work Control Centre was notified.
2020-002908,12/9/2020,10:37:00 PM,STEACIE SCIENCE AND ENGINEERING BLDG,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep in a stairwell. The individual was identified as a non- community member and escorted out of the building.
2020-002909,12/9/2020,11:36:00 PM,190 ALBANY ROAD,"Theft, Under $5000",Private Property,Security responded to assist York Regional Police with their investigation into the theft of vehicle parts. Buses parked in the area had parts removed by two individuals who were later arrested by police.
2020-002910,12/10/2020,12:45:00 PM,SCHOLARS WALK,Disorderly Behaviour,Belligerent Person,Security responded to a report that an unknown male acted in a belligerent manner after a community member requested he wear a mask. A description of the male was obtained. Security located the male a short time later and directed him to leave campus.
2020-002911,12/10/2020,2:45:00 PM,COLONNADE,Suspicious Persons,Subject not Identified,A community member reported being accosted by an unknown male while walking between the First Student Centre and York Lanes. The unknown male made concerning comments and attempted to block the complainants path. A description of the suspect was obtained.
2020-002912,12/10/2020,3:28:00 PM,CENTRAL SQUARE,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male loitering in the building. The male was identified as a non- community member and directed to leave the building.
2020-002913,12/10/2020,3:57:00 PM,CENTRE FOR FILM and THEATRE,"Theft, Under $5000",University Property,Complainant reported the theft of computer equipment and other personal property from a secure office. There was no evidence of forced entry.
2020-002915,12/10/2020,8:20:00 PM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered two insecure perimeter doors. The locks had been tampered with and were secured.
2020-002916,12/10/2020,9:46:00 PM,ROSS BUILDING - NORTH TOWER,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in a sixth floor hallway. The individual fled when approached.
2020-002919,12/10/2020,10:03:00 PM,KEELE CAMPUS RESIDENCE,Information,Health & Safety Concern,Security and Toronto Police responded to check on the well-being of a resident who was reported to be in distress. The community member declined medical care and was provided with information on community resources and other campus services.
2020-002918,12/10/2020,10:34:00 PM,STEDMAN LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002922,12/11/2020,12:19:00 AM,IGNAT KANEFF BUILDING (OSGOODE HALL LAW SCHOOL),"Disturbance, Causing",Loitering,Security responded to a report of an unknown male loitering inside a second floor classroom. The male acted in a belligerent manner when confronted by the complainant. The male was cautioned and directed to leave campus. A description was obtained.
2020-002921,12/11/2020,12:20:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be loud music emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002923,12/11/2020,10:45:00 AM,GLENDON COLLEGE - YORK HALL,"Theft, Under $5000",Private Property,Complainant reported the theft of a computer equipment and a cabinet from a second floor office. There was no evidence of forced entry.
2020-002926,12/11/2020,7:38:00 PM,380 ASSINIBOINE ROAD RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a food delivery package left unattended in the residence lobby.
2020-002928,12/12/2020,1:02:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be a loud gathering of individuals inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002927,12/12/2020,1:10:00 AM,IAN MAC BLVD and SHOREHAM,Motor Vehicle Incident,Dangerous Operation,"Security and Toronto Police responded to investigate a report of 50+ vehicles gathered in the vicinity of Shoreham Drive and Ian MacDonald Blvd. A vehicle was performing stunt driving maneuvers in the intersection while other vehicles and pedestrians blocked the roadways. Upon arrival, the vehicles quickly fled the area."
2020-002929,12/12/2020,1:22:00 PM,YORK LANES RETAIL,Disorderly Behaviour,Belligerent Person,Security responded to a report of two individuals involved in a dispute outside the Shoppers Drug Mart. A community member reported being accosted by the unknown male while shopping in the store. The individual was identified as a previously trespassed non-community member and directed to leave campus.
