Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2021-002803,11/30/2021,12:48:00 AM,360 ASSINIBOINE ROAD RESIDENCE,Smoking Complaint,Caution Issued,Security responded to a smoking complaint. The source of the smoke was determined to be emanating from inside an apartment. The leaseholder was cautioned and requested to smoke outdoors.
2021-002804,11/30/2021,1:23:00 AM,380 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and complied with a request to lower the noise level.
2021-002806,11/30/2021,2:38:00 AM,ROSS BUILDING - NORTH TOWER,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male loitering inside a first-floor washroom. The individual declined offers of assistance and was escorted out of the building.
2021-002805,11/30/2021,3:29:00 AM,PARKING GARAGE - ARBORETUM LANE (PS2),"Mischief, Under $5000",University Property,A Security patrol discovered a tire on a university vehicle had been punctured.
2021-002807,11/30/2021,5:05:00 AM,STONG RESIDENCE,Damage,University Property,A Security patrol discovered damage to the ceiling tile inside an elevator car. The cause of the damage was not determined. The Work Control Centre was notified.
2021-002808,11/30/2021,8:31:00 AM,STONG COLLEGE,Emergency Medical,Existing Medical Condition,Security and EMS responded to a report of a community member experiencing dizziness. EMS assessed the individual on scene. Further medical care was declined.
2021-002809,11/30/2021,9:31:00 AM,PARKING GARAGE - STUDENT SERVICES (PS3),"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on a wall in the parking garage. The Work Control Centre was notified.
2021-002810,11/30/2021,11:37:00 AM,FOUNDERS COLLEGE,Smoking Complaint,Subject Not Identified,"Security responded to a smoking complaint. Upon arrival, the area was vacant, however, an odour of cigarette smoke was evident."
2021-002811,11/30/2021,2:57:00 PM,ATKINSON COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered deliberate damage to an exterior wall-mounted light fixture. The Work Control Centre notified.
2021-002813,11/30/2021,3:22:00 PM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered deliberate damage to a door lock assembly in a first floor classroom. The Work Control Centre was notified.
2021-002814,11/30/2021,5:17:00 PM,FOUNDERS COLLEGE,"Mischief, Under $5000",University Property,Security responded to a report that audio- visual equipment located in a first-floor classroom had been tampered with. Information Technology Department was notified.
2021-002815,11/30/2021,8:21:00 PM,VARI HALL,"Mischief, Under $5000",University Property,A Security patrol discovered a smashed pane of glass in a perimeter door. The Work Control Centre was notified.
2021-002816,11/30/2021,8:51:00 PM,CURTIS LECTURE HALLS,Damage,University Property,A Security patrol discovered damage to a first-floor elevator call button. The cause of the damage was not determined. The Work Control Centre was notified.
2021-002818,11/30/2021,9:19:00 PM,ROSS BUILDING - SOUTH TOWER,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a first-floor classroom. The individual was identified and escorted off campus.
2021-002817,11/30/2021,9:22:00 PM,ROSS BUILDING - SOUTH TOWER,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a first-floor classroom. The individual was identified and directed to leave campus.
2021-002819,12/1/2021,1:02:00 AM,STONG RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a package that had been delivered and left unattended in the lobby.
2021-002820,12/1/2021,1:47:00 AM,380 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and complied with a request to lower the noise level.
2021-002821,12/1/2021,3:27:00 AM,VANIER RESIDENCE,Disorderly Behaviour,Unauthorized Activities,Security and Residence Life staff responded to a report of two guest in the building in contravention of residence guest policies. The individuals were directed to leave the building.
2021-002822,12/1/2021,3:40:00 AM,380 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be a large gathering of individuals inside an apartment. The leaseholder was identified and requested to lower the noise level.
2021-002823,12/1/2021,9:13:00 AM,BERGERON ENGINEERING BUILDING,"Mischief, Under $5000",University Property,Security responded to a report of graffiti on the first floor circular staircase. The Work Control Centre was notified.
2021-002825,12/1/2021,11:33:00 AM,VANIER COLLEGE,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a first-floor classroom. The individual was identified as a previously trespassed non-community member and directed to leave the building.
2021-002826,12/1/2021,1:26:00 PM,VICTOR PHILLIP DAHDALEH BUILDING,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a fifth-floor stairwell. The individual was identified as a previously trespassed non-community member and escorted off campus.
2021-002828,12/1/2021,3:46:00 PM,380 ASSINIBOINE ROAD RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a package that had been delivered and left unattended in the lobby.
2021-002829,12/1/2021,3:59:00 PM,PARKING LOT - WEST OFFICE BUILDING\WEST RESER,"Theft, Under $5000",Private Property,Complainant reported the theft of a jacket by an unknown female. The two met at the parking lot following an agreement on the sale of the item. The suspect was permitted to try the jacket on for size and fled to an awaiting vehicle. Descriptions of the suspect and vehicle were obtained.
2021-002830,12/1/2021,9:45:00 PM,CENTRAL SQUARE,"Theft, Under $5000",Private Property,Complainant reported the theft of a wallet and headphones left unattended in the West Bearpit.
2021-002831,12/1/2021,10:40:00 PM,ATKINSON COLLEGE,Emergency Medical,Slip\Trip\Fall,A community member reported a slip and fall injury that occurred at the northwest entrance sometime earlier this day. The community member reported they sustained injuries. Security attended to investigate and ensure the area was free of hazards.
2021-002832,12/2/2021,2:17:00 AM,VARI HALL,Suspicious Persons,Subject not Identified,Security responded to a report from a community member that an unknown male appeared to have followed them from the York University subway station to York Lanes. A description of the individual was obtained.
2021-002833,12/2/2021,8:24:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,"Disturbance, Causing",Loitering,A community member reported an unknown individual was found asleep inside a secure fourth-floor studio. A description of the individual was obtained.
2021-002834,12/2/2021,8:31:00 AM,HARRY ARTHURS COMMON,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on the Harry Arthur's Common flag pole. The Work Control Centre was notified.
2021-002835,12/2/2021,9:21:00 AM,YORK LANES RETAIL,Emergency Medical,Existing Medical Condition,Security and EMS responded to a report of a community member experiencing symptoms of anxiety. EMS transported the individual to hospital for further medical care.
2021-002836,12/2/2021,9:57:00 AM,COMMON ROAD,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on the bike rack located outside the Kaneff Tower. The Work Control Centre was notified.
2021-002837,12/2/2021,10:53:00 AM,PASSY RESIDENCE,Harassment,General,A community member reported ongoing harassment by another community member. Housing Services was notified.
2021-002841,12/2/2021,4:44:00 PM,TORONTO TRACK AND FIELD CENTRE,Emergency Medical,Injury,Security and EMS responded to a report that a community member sustained a facial injury while using the fitness centre equipment. First aid was provided on scene. Further medical care was declined.
2021-002842,12/2/2021,7:56:00 PM,PARKING GARAGE - ARBORETUM LANE,Information,Health & Safety Concern,A fire extinguisher accidentally discharged in the Security vehicle trunk. York Fire Prevention was notified.
2021-002843,12/2/2021,9:29:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),"Mischief, Under $5000",University Property,A Security patrol discovered graffiti in a basement level hallway. The Work Control Centre was notified.
2021-002844,12/2/2021,9:29:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),Suspicious Persons,Subject not Identified,A Security patrol encountered three unknown males in a parked vehicle. When approached the vehicle left the garage.
2021-002845,12/3/2021,12:20:00 AM,ACCOLADE WEST,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a first-floor classroom. The individual fled on foot when approached and was identified as a previously trespassed non-community member.
2021-002847,12/3/2021,4:25:00 AM,NORMAN BETHUNE RESIDENCE,Disorderly Behaviour,Unauthorized Activities,A Security patrol encountered a resident and a guest attempting to enter the residence in contravention of residence guest policies. The resident was cautioned and the guest escorted out of the building. Residence Life staff was notified.
2021-002848,12/3/2021,6:09:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,"Mischief, Under $5000",University Property,A Security patrol discovered evidence of individuals loitering inside a stairwell on the fourth floor. Several chairs and a large quantity of garbage debris were observed. The Work Control Centre was notified.
2021-002849,12/3/2021,7:39:00 AM,LIFE SCIENCES BUILDING,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep in the first-floor vestibule. The individual was identified as a non-community member and escorted off campus.
2021-002852,12/3/2021,3:49:00 PM,KEELE CAMPUS,Information,General Complaint\ Concern,Security and Toronto Police responded to check on the well-being of a community member after concerning photos were shared by the community member to an online student group. Toronto Police determined all was in order.
2021-002853,12/3/2021,8:40:00 PM,STONG RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti inside an elevator. Residence Life staff was notified.
2021-002855,12/4/2021,12:31:00 AM,FOUNDERS COLLEGE,Smoking Complaint,Caution Issued,"A Security patrol encountered two community members smoking inside a stairwell. The individuals were identified, cautioned and directed to smoke outdoors."
2021-002858,12/4/2021,1:46:00 PM,90 ATKINSON ROAD RESIDENCE,Smoking Complaint,Subject Not Identified,"Security responded to a smoking complaint. Upon arrival, all appeared to be in order."
2021-002860,12/4/2021,9:19:00 PM,SCHULICH SCHOOL OF BUSINESS,Harassment,General,Security responded to a report that a community member was harassed by an unknown male while studying on the basement level. The male was identified as a previously trespassed non-community member and escorted off campus.
2021-002861,12/5/2021,3:02:00 AM,STONG COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on university signage located in a second- floor hallway. The Work Control Centre was notified.
2021-002862,12/5/2021,3:04:00 AM,CAMPUS WALK,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on a salt bin located between Stong and Bethune colleges. The Work Control Centre was notified.
2021-002863,12/5/2021,4:53:00 AM,340 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and complied with a request to lower the noise level.
2021-002864,12/5/2021,10:11:00 AM,WEST OFFICE BUILDING,Assault,Common,Security and Toronto Police responded to a report that a community member had been assaulted by an unknown male while walking outside the building. No injuries were reported. The suspect was later identified as a known non-community member. The Toronto Police investigation is ongoing.
2021-002865,12/5/2021,3:28:00 PM,PASSY RESIDENCE,Noise Complaint,Source not Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside an apartment. The leaseholder was identified and complied with a request to lower the noise level.
2021-002867,12/5/2021,6:50:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),Fire Alarm,Unknown Cause,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was not determined.
2021-002866,12/5/2021,8:39:00 PM,TATHAM HALL RESIDENCE,Emergency Medical,Existing Medical Condition,"Security, Residence Life staff and EMS responded to a report of a community member in distress. EMS transported the individual to hospital for further medical care."
2021-002870,12/5/2021,9:35:00 PM,PARKING GARAGE - ARBORETUM LANE (PS2),Information,Health & Safety Concern,Security and Toronto Police responded to check on the well-being of a non- community member who was reported to be in distress. Police determined all was in order.
2021-002868,12/5/2021,10:16:00 PM,KEELE CAMPUS RESIDENCE,Information,Health & Safety Concern,Security responded to check on the well- being of a resident following a report of an unknown disturbance inside an apartment. No further action was required.
2021-002869,12/5/2021,10:49:00 PM,LASSONDE BUILDING,"Mischief, Under $5000",University Property,Security responded to a report of deliberate damage to several benches located in a first-floor hallway. The Work Control Centre was notified.
2021-002871,12/6/2021,6:15:00 AM,PARKING GARAGE - STUDENT SERVICES (PS3),"Mischief, Under $5000",University Property,A Security patrol discovered graffiti inside the parking garage. The Work Control Centre was notified.
2021-002872,12/6/2021,9:04:00 AM,WILLIAM SMALL CENTRE,Fire Alarm,Malfunction,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction."
2021-002873,12/6/2021,9:21:00 AM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered a smashed pane of glass in the north perimeter door. The Work Control Centre was notified.
2021-002875,12/6/2021,10:36:00 AM,ROSS BUILDING - NORTH TOWER,Disorderly Behaviour,Belligerent Person,Security responded to a report of a group of individuals loitering and smoking on the sixth floor. One individual refused to comply with a request to smoke outdoors and acted in a threatening manner towards the responding Security Officials. A description was obtained. Toronto Police was notified.
2021-002876,12/6/2021,10:42:00 AM,CURTIS LECTURE HALLS,"Mischief, Under $5000",University Property,Security responded to a report of deliberate damage to a lectern computer workstation located inside a lecture hall.
2021-002877,12/6/2021,2:06:00 PM,VARI HALL,Suspicious Persons,Subject not Identified,A Security patrol encountered two unknown males previously observed in the building for acting in a suspicious manner. Both refused to provide identification or cooperate with Security. Toronto Police were notified and both males fled from campus.
2021-002887,12/6/2021,8:07:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),Suspicious Persons,Subject not Identified,A Security patrol encountered two individuals acting in a suspicious manner inside a parked vehicle. The individuals were cautioned and left the area.
2021-002879,12/6/2021,9:37:00 PM,VARI HALL,Suspicious Persons,Subject not Identified,A Security patrol encountered two individuals on the first floor who acted in a suspicious manner. Descriptions of the individuals were obtained. Both were observed leaving campus in a vehicle.
2021-002881,12/6/2021,10:39:00 PM,CURTIS LECTURE HALLS,"Disturbance, Causing",Loitering,Security responded to a report of a large group of individuals loitering inside a lecture hall. The individuals left the area prior to Security's arrival.
2021-002882,12/6/2021,11:19:00 PM,GLENDON COLLEGE - HILLIARD RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered damage in a second-floor hallway. A section of wall appeared to have been scorched. Residence Life staff was notified.
2021-002883,12/7/2021,12:05:00 AM,GLENDON COLLEGE - PARKING LOT G,Trespass to Property Act,Non-Community Member,Security and Toronto Police responded to a report of two individuals acting in a concerning manner inside a parked vehicle. Two unidentified individuals were cautioned by police and trespassed from campus.
2021-002884,12/7/2021,1:27:00 AM,FOUNDERS RESIDENCE,Disorderly Behaviour,Unauthorized Activities,"Security and Residence Life staff responded to a report that a resident permitted a guest to enter the building through and emergency exit door in contravention of residence guest policies. Both were identified, cautioned and the guest escorted out of the building."
2021-002886,12/7/2021,3:06:00 AM,90 ATKINSON ROAD RESIDENCE,Smoking Complaint,Subject Not Identified,"Security responded to a smoking complaint. Upon arrival, all appeared to be in order and the source of the smoke was not determined."
2021-002885,12/7/2021,3:22:00 AM,ARBORETUM LANE,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on a street sign. The Work Control Centre was notified.
2021-002888,12/7/2021,3:52:00 AM,GLENDON COLLEGE - HILLIARD RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be emanating from inside a residence room. The occupants were identified and complied with a request to lower the noise level.
2021-002890,12/7/2021,9:22:00 AM,LASSONDE BUILDING,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member asleep in a basement level hallway. The individual was identified and directed to leave the building.
2021-002891,12/7/2021,9:49:00 AM,ROSS BUILDING - NORTH TOWER,Smoking Complaint,Subject Not Identified,A Security patrol discovered evidence of individuals smoking inside an eighth-floor classroom. The Work Control Centre was notified for clean up.
2021-002892,12/7/2021,10:48:00 AM,KEELE CAMPUS RESIDENCE,Information,Health & Safety Concern,Security responded to check on the well- being of a community member who was reported to be in distress. All was reported to be in order.
2021-002893,12/7/2021,12:04:00 PM,TAIT MCKENZIE BLDG,Emergency Medical,Injury,Security and EMS responded to a report that a community member sustained an ankle injury while playing basketball in the field house. EMS transported the individual to hospital for further medical care.
2021-002894,12/7/2021,12:18:00 PM,BENNETT CENTRE FOR STUDENT SERVICES,"Disturbance, Causing",Loitering,Security responded to a report from a community member that an unknown male was loitering inside a stairwell. The individual was cautioned and directed to leave campus.
2021-002895,12/7/2021,1:37:00 PM,PARKING LOT - VANIER VISITORS,Trespass to Property Act,Non-Community Member,A Security patrol encountered two individuals previously trespassed from campus in the parking lot. They were cautioned and escorted off campus.
2021-002896,12/7/2021,2:41:00 PM,ATKINSON ROAD,Information,Assist Police,Security responded to assist Toronto Police with traffic control during an undisclosed police investigation. No threat to public safety was reported by police and the area resumed normal operations a short time later.
2021-002898,12/7/2021,3:52:00 PM,PHYSICAL RESOURCES BUILDING,Information,Health & Safety Concern,Security responded to a report that a community member attended an office area and acted in a concerning manner. The community member left the building prior to Security's arrival.
2021-002897,12/7/2021,4:41:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),"Mischief, Under $5000",University Property,A Security patrol discovered evidence of individuals loitering in the garage. Several discharged nitrous oxide canisters were discarded throughout the first level. The Work Control Centre was notified.
2021-002900,12/7/2021,8:31:00 PM,VANIER COLLEGE,Smoking Complaint,Caution Issued,A Security patrol encountered two individuals smoking inside a first-floor classroom. Both were cautioned and requested to smoke outdoors.
2021-002901,12/7/2021,11:39:00 PM,CAMPUS WALK,"Mischief, Under $5000",University Property,A Security patrol discovered unauthorized stickers affixed to a garbage container located on Campus Walk outside the Lassonde Building. The Work Control Centre was notified.
2021-002902,12/7/2021,11:51:00 PM,PARKING GARAGE - YORK LANES (PS1),"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on an emergency blue light phone. The Work Control Centre was notified.
2021-002904,12/8/2021,12:19:00 AM,POND ROAD RESIDENCE,Suspicious Persons,Subject not Identified,Security responded to a report from a resident that an unknown male piggybacked into the residence behind them. A description of the individual was obtained.
2021-002906,12/8/2021,7:31:00 AM,90 ATKINSON ROAD RESIDENCE,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male loitering in the main entrance vestibule. The individual was identified and directed to leave campus.
2021-002905,12/8/2021,8:47:00 AM,NORMAN BETHUNE COLLEGE,"Mischief, Under $5000",University Property,Security responded to a report of graffiti in the Bethune Courtyard area. The Work Control Centre was notified.
2021-002907,12/8/2021,11:46:00 AM,VARI HALL,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep in a second-floor hallway. The individual was identified and directed to leave campus.
2021-002909,12/8/2021,12:52:00 PM,STONG COLLEGE,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male loitering in the building. The individual was identified and directed to leave campus.
2021-002908,12/8/2021,12:53:00 PM,ACCOLADE EAST,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a basement- level washroom. The individual was identified and directed to leave campus.
2021-002913,12/8/2021,7:10:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),Suspicious Vehicle,Subject not Identified,"A Security patrol encountered a vehicle parked in a suspicious manner. When approached, the vehicle quickly left the area. A licence plate number was obtained."
2021-002914,12/8/2021,8:11:00 PM,ACCOLADE EAST,Damage,University Property,A Security patrol discovered a damage ceiling mounted CCTV camera. The cause of the damage was not determined. Security Technology Department was notified.
2021-002915,12/8/2021,9:37:00 PM,ROSS BUILDING - SOUTH TOWER,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering outside the building. The individual was identified and directed to leave campus.
2021-002916,12/9/2021,12:35:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member asleep inside a stairwell. The individual was identified and directed to leave campus.
2021-002917,12/9/2021,12:57:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,Smoking Complaint,Subject Not Identified,A Security patrol discovered evidence of individuals smoking inside a basement- level classroom. The Work Control Centre was notified.
2021-002918,12/9/2021,1:23:00 AM,VICTOR PHILLIP DAHDALEH BUILDING,"Mischief, Under $5000",University Property,A Security patrol discovered drywall damage in a fifth-floor hallway. The Work Control Centre was notified.
2021-002919,12/9/2021,2:34:00 AM,CENTRAL SQUARE,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in the building. The individual was identified and escorted out of the building.
2021-002920,12/9/2021,3:08:00 AM,WILLIAM SMALL CENTRE,Emergency Medical,Sudden Illness,Security and EMS responded to a report of a known non-community member experiencing a sudden illness. EMS transported the individual to hospital for further medical care.
2021-002921,12/9/2021,11:19:00 AM,TATHAM HALL RESIDENCE,Fire Alarm,Malicious Activation,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the malicious activation of a pull station."
2021-002922,12/9/2021,12:55:00 PM,VICTOR PHILLIP DAHDALEH BUILDING,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep inside a stairwell. The individual was identified as a previously trespassed non-community member and directed to leave campus.
2021-002925,12/9/2021,2:40:00 PM,PARKING GARAGE - STUDENT SERVICES (PS3),"Disturbance, Causing",Loitering,A Security patrol discovered evidence of unknown persons loitering and sleeping inside a stairwell. Bedding and personal hygiene items were observed. Parking Services was notified.
2021-002926,12/9/2021,3:28:00 PM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member loitering outside a York Lanes restaurant. The individual was identified, issued a trespass notice and escorted off campus."
2021-002923,12/9/2021,3:37:00 PM,PASSY RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a package that had been delivered and left unattended in the mailroom.
2021-002927,12/9/2021,5:26:00 PM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on a first floor locker. The Work Control Centre was notified.
2021-002929,12/9/2021,10:43:00 PM,ROSS BUILDING - SOUTH TOWER,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member attempting to enter the building. The individual was identified, cautioned and escorted off campus."
2021-002930,12/9/2021,11:02:00 PM,VICTOR PHILLIP DAHDALEH BUILDING,"Disturbance, Causing",Loitering,"A Security patrol encountered a group of individuals loitering inside a basement- level classroom. Upon approach, the group quickly exited the room. Evidence of cigarette and cannabis use were observed inside the room. The Work Control Centre was notified for cleaning."
2021-002931,12/10/2021,7:10:00 AM,90 ATKINSON ROAD RESIDENCE,Noise Complaint,Source Located,"Security responded to a noise complaint regarding a barking dog. The source of the noise was located however, the occupants could not be reached."
2021-002932,12/10/2021,7:51:00 PM,VICTOR PHILLIP DAHDALEH BUILDING,Smoking Complaint,Subject Not Identified,"A Security patrol encountered two individuals smoking inside a stairwell.
Both individuals fled when approached and were not identified."
2021-002933,12/10/2021,8:14:00 PM,GLENDON COLLEGE - WOOD RESIDENCE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door had been tampered with. The door was secured.
2021-002934,12/10/2021,11:27:00 PM,320 ASSINIBOINE ROAD RESIDENCE,Emergency Medical,Sudden Illness,Security and EMS responded to a report that a community member fainted and sustained a minor injury. EMS assessed the individual on scene. Further medical care was declined.
2021-002935,12/11/2021,2:43:00 AM,WINTERS RESIDENCE,Disorderly Behaviour,Unauthorized Activities,A Security patrol observed an unknown residence grant a guest access to the building through an emergency exit door in contravention of residence guest polices. Residence Life staff was notified.
2021-002936,12/11/2021,5:33:00 AM,PARKING GARAGE - STUDENT SERVICES (PS3),Fire Alarm,Malicious Activation,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the malicious activation of a pull station.
2021-002937,12/11/2021,6:00:00 AM,PARKING GARAGE - ARBORETUM LANE (PS2),"Mischief, Under $5000",University Property,Security responded to a report of individuals loitering inside a stairwell. Evidence of cannabis use and several discarded nitrous oxide cannisters were observed. The Work Control Centre was notified.
2021-002941,12/11/2021,3:17:00 PM,IAN MACDONALD BLVD,Damage,University Property,A Security patrol discovered a damaged street sign at the intersection of Ian MacDonald Blvd and York Blvd. The cause of the damage was not determined. The Work Control Centre was notified.
2021-002939,12/11/2021,3:48:00 PM,YORK LIONS STADIUM,Damage,University Property,Security and Facilities Services staff responded to a report of damage to the inflatable dome. The cause of the damage was determined to be excessively high winds. The area was cordoned off pending repairs.
2021-002938,12/11/2021,4:30:00 PM,GLENDON COLLEGE - PARKING LOT G,Damage,University Property,Security responded to a report of a damaged tree obstructing the roadway. The Work Control Centre was notified.
2021-002940,12/11/2021,5:17:00 PM,VARI HALL,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male asleep inside a third-floor classroom. The individual was cautioned and directed to leave the building.
2021-002942,12/11/2021,7:23:00 PM,YORK LANES RETAIL,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti in the north service corridor. The Work Control Centre was notified.
2021-002944,12/11/2021,9:01:00 PM,CENTRAL SQUARE,"Mischief, Under $5000",University Property,Security responded to a report of a smashed pane of glass in the south perimeter door. The Work Control Centre was notified.
2021-002947,12/12/2021,12:21:00 AM,TATHAM HALL RESIDENCE,Suspicious Persons,Subject not Identified,A Security patrol observed a group of unidentified individuals enter the building and fail to provide identification. Residence Life staff was notified.
2021-002948,12/12/2021,1:11:00 AM,TATHAM HALL RESIDENCE,Disorderly Behaviour,Unauthorized Activities,A Security patrol observed an unknown male enter the residence and fail to provide identification. A description was obtained. Residence Life staff was notified.
2021-002949,12/12/2021,2:44:00 AM,GLENDON COLLEGE,Emergency Medical,Sudden Illness,"Security, Toronto Fire and EMS responded to a report of a community member experiencing symptoms of an allergic reaction. EMS treated the individual on scene and transported to hospital for further medical care"
2021-002950,12/12/2021,3:13:00 AM,PARKING LOT - ATKINSON RESERVED,Domestic Dispute,Community Member,Security responded to a report of a disturbance that involved two individuals in a parked vehicle. A community member and an unidentified male advised they had been involved in a domestic dispute. No injuries were reported and both declined further assistance from Security or police.
2021-002951,12/12/2021,4:22:00 AM,PARKING LOT - FOUNDERS ROAD EAST RESERVED,Damage,University Property,Security responded to a report of a damaged tree obstructing a pedestrian walkway. The cause of the damage was believed to be high winds. The area was cordoned off and the Work Control Centre notified for removal.
2021-002952,12/12/2021,6:10:00 AM,PARKING GARAGE - ARBORETUM LANE (PS2),Smoking Complaint,Subject Not Identified,"Security responded to a smoking complaint. Upon arrival, two unidentified individuals left the garage in a vehicle."
2021-002953,12/12/2021,11:35:00 AM,YORK LANES OFFICES,Information,Health & Safety Concern,Security responded to a check on the well- being of an individual who remained inside a third floor washroom for an extended period. The individual declined offers of assistance and left campus. The Work Control Centre was notified to attend for cleaning of the area.
2021-002957,12/12/2021,2:39:00 PM,YORK LANES RETAIL,Fire Alarm,Contractor\Const.,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be contractors working in the building. The system could not be restored and a fire watch was initiated pending repairs.
2021-002960,12/13/2021,6:32:00 AM,TATHAM HALL RESIDENCE,Fire Alarm,Malicious Activation,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the malicious activation of a pull station."
2021-002961,12/13/2021,11:18:00 AM,FIRST STUDENT CENTRE,Motor Vehicle Incident,Collision \No Injuries,Security responded to a report of a collision between a private vehicle and a university vehicle that was parked in the loading dock. No injuries or damages were reported.
2021-002963,12/13/2021,4:21:00 PM,PARKING LOT - Calumet Reserved,"Mischief, Under $5000",University Property,A Security patrol discovered graffiti on a storage shed located near the parking lot. The Work Control Centre was notified.
2021-002965,12/13/2021,4:56:00 PM,ROSS BUILDING - NORTH TOWER,Damage,University Property,A Security patrol discovered a damaged roof mounted light fixture located inside a third-floor stairwell. The cause of the damage was not determined. The Work Control Centre was notified.
2021-002966,12/13/2021,6:08:00 PM,WILLIAM SMALL CENTRE,Fire Alarm,Malicious Activation,Security and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be the malicious activation of a pull station.
2021-002968,12/13/2021,7:07:00 PM,SCOTT LIBRARY,Suspicious Persons,Subject not Identified,Security responded to a report that an unknown male entered the library without authorization. A description was obtained. The individual was not located.
2021-002967,12/13/2021,7:14:00 PM,SCHULICH SCHOOL OF BUSINESS,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in the building. The individual was identified and directed to leave the building.
2021-002970,12/13/2021,11:30:00 PM,"HEALTH, NURSING and ENVIRONMENTAL STUDIES","Theft, Under $5000",University Property,Complainant reported the theft of an AED device from the first-floor cabinet.
2021-002969,12/13/2021,11:35:00 PM,HILLIARD RESIDENCE,"Mischief, Under $5000",Private Property,Complainant reported a package that had been delivered and left unattended in the lobby had been tampered with. The contents were later recovered.
